suc_cod,documento,fecha,hora,estado,hora_franja
569,1030,2023-12-16,07:30,Trabaja,30
569,1030,2023-12-16,07:45,Trabaja,31
569,1030,2023-12-16,08:00,Trabaja,32
569,1030,2023-12-16,08:15,Trabaja,33
569,1030,2023-12-16,08:30,Trabaja,34
569,1030,2023-12-16,08:45,Trabaja,35
569,1030,2023-12-16,09:00,Trabaja,36
569,1030,2023-12-16,09:15,Pausa Activa,37
569,1030,2023-12-16,09:30,Trabaja,38
569,1030,2023-12-16,09:45,Trabaja,39
569,1030,2023-12-16,10:00,Trabaja,40
569,1030,2023-12-16,10:15,Trabaja,41
569,1030,2023-12-16,10:30,Trabaja,42
569,1030,2023-12-16,10:45,Trabaja,43
569,1030,2023-12-16,11:00,Trabaja,44
569,1030,2023-12-16,11:15,Pausa Activa,45
569,1030,2023-12-16,11:30,Trabaja,46
569,1030,2023-12-16,11:45,Trabaja,47
569,1030,2023-12-16,12:00,Trabaja,48
569,1030,2023-12-16,12:15,Trabaja,49
569,1030,2023-12-16,12:30,Nada,50
569,1030,2023-12-16,12:45,Nada,51
569,1030,2023-12-16,13:00,Nada,52
569,1030,2023-12-16,13:15,Nada,53
569,1030,2023-12-16,13:30,Nada,54
569,1030,2023-12-16,13:45,Nada,55
569,1030,2023-12-16,14:00,Nada,56
569,1030,2023-12-16,14:15,Nada,57
569,1030,2023-12-16,14:30,Nada,58
569,1031,2023-12-16,07:30,Trabaja,30
569,1031,2023-12-16,07:45,Trabaja,31
569,1031,2023-12-16,08:00,Trabaja,32
569,1031,2023-12-16,08:15,Trabaja,33
569,1031,2023-12-16,08:30,Trabaja,34
569,1031,2023-12-16,08:45,Trabaja,35
569,1031,2023-12-16,09:00,Trabaja,36
569,1031,2023-12-16,09:15,Pausa Activa,37
569,1031,2023-12-16,09:30,Trabaja,38
569,1031,2023-12-16,09:45,Trabaja,39
569,1031,2023-12-16,10:00,Trabaja,40
569,1031,2023-12-16,10:15,Trabaja,41
569,1031,2023-12-16,10:30,Pausa Activa,42
569,1031,2023-12-16,10:45,Trabaja,43
569,1031,2023-12-16,11:00,Trabaja,44
569,1031,2023-12-16,11:15,Trabaja,45
569,1031,2023-12-16,11:30,Trabaja,46
569,1031,2023-12-16,11:45,Trabaja,47
569,1031,2023-12-16,12:00,Trabaja,48
569,1031,2023-12-16,12:15,Trabaja,49
569,1031,2023-12-16,12:30,Nada,50
569,1031,2023-12-16,12:45,Nada,51
569,1031,2023-12-16,13:00,Nada,52
569,1031,2023-12-16,13:15,Nada,53
569,1031,2023-12-16,13:30,Nada,54
569,1031,2023-12-16,13:45,Nada,55
569,1031,2023-12-16,14:00,Nada,56
569,1031,2023-12-16,14:15,Nada,57
569,1031,2023-12-16,14:30,Nada,58
569,1032,2023-12-16,07:30,Trabaja,30
569,1032,2023-12-16,07:45,Trabaja,31
569,1032,2023-12-16,08:00,Trabaja,32
569,1032,2023-12-16,08:15,Trabaja,33
569,1032,2023-12-16,08:30,Trabaja,34
569,1032,2023-12-16,08:45,Trabaja,35
569,1032,2023-12-16,09:00,Trabaja,36
569,1032,2023-12-16,09:15,Pausa Activa,37
569,1032,2023-12-16,09:30,Trabaja,38
569,1032,2023-12-16,09:45,Trabaja,39
569,1032,2023-12-16,10:00,Trabaja,40
569,1032,2023-12-16,10:15,Trabaja,41
569,1032,2023-12-16,10:30,Pausa Activa,42
569,1032,2023-12-16,10:45,Trabaja,43
569,1032,2023-12-16,11:00,Trabaja,44
569,1032,2023-12-16,11:15,Trabaja,45
569,1032,2023-12-16,11:30,Trabaja,46
569,1032,2023-12-16,11:45,Trabaja,47
569,1032,2023-12-16,12:00,Trabaja,48
569,1032,2023-12-16,12:15,Trabaja,49
569,1032,2023-12-16,12:30,Nada,50
569,1032,2023-12-16,12:45,Nada,51
569,1032,2023-12-16,13:00,Nada,52
569,1032,2023-12-16,13:15,Nada,53
569,1032,2023-12-16,13:30,Nada,54
569,1032,2023-12-16,13:45,Nada,55
569,1032,2023-12-16,14:00,Nada,56
569,1032,2023-12-16,14:15,Nada,57
569,1032,2023-12-16,14:30,Nada,58
569,1033,2023-12-16,07:30,Trabaja,30
569,1033,2023-12-16,07:45,Trabaja,31
569,1033,2023-12-16,08:00,Trabaja,32
569,1033,2023-12-16,08:15,Trabaja,33
569,1033,2023-12-16,08:30,Pausa Activa,34
569,1033,2023-12-16,08:45,Trabaja,35
569,1033,2023-12-16,09:00,Trabaja,36
569,1033,2023-12-16,09:15,Trabaja,37
569,1033,2023-12-16,09:30,Trabaja,38
569,1033,2023-12-16,09:45,Trabaja,39
569,1033,2023-12-16,10:00,Trabaja,40
569,1033,2023-12-16,10:15,Pausa Activa,41
569,1033,2023-12-16,10:30,Trabaja,42
569,1033,2023-12-16,10:45,Trabaja,43
569,1033,2023-12-16,11:00,Trabaja,44
569,1033,2023-12-16,11:15,Trabaja,45
569,1033,2023-12-16,11:30,Trabaja,46
569,1033,2023-12-16,11:45,Trabaja,47
