suc_cod,documento,fecha,hora,estado,hora_franja
60,1046,2023-12-11,07:30,Nada,30
60,1047,2023-12-11,07:30,Nada,30
60,1048,2023-12-11,07:30,Trabaja,30
60,1049,2023-12-11,07:30,Trabaja,30
60,1050,2023-12-11,07:30,Trabaja,30
60,1051,2023-12-11,07:30,Nada,30
60,1052,2023-12-11,07:30,Nada,30
60,1053,2023-12-11,07:30,Nada,30
60,1046,2023-12-11,07:45,Trabaja,31
60,1047,2023-12-11,07:45,Trabaja,31
60,1048,2023-12-11,07:45,Trabaja,31
60,1049,2023-12-11,07:45,Trabaja,31
60,1050,2023-12-11,07:45,Trabaja,31
60,1051,2023-12-11,07:45,Nada,31
60,1052,2023-12-11,07:45,Trabaja,31
60,1053,2023-12-11,07:45,Nada,31
60,1046,2023-12-11,08:00,Trabaja,32
60,1047,2023-12-11,08:00,Trabaja,32
60,1048,2023-12-11,08:00,Trabaja,32
60,1049,2023-12-11,08:00,Trabaja,32
60,1050,2023-12-11,08:00,Trabaja,32
60,1051,2023-12-11,08:00,Nada,32
60,1052,2023-12-11,08:00,Trabaja,32
60,1053,2023-12-11,08:00,Nada,32
60,1046,2023-12-11,08:15,Trabaja,33
60,1047,2023-12-11,08:15,Trabaja,33
60,1048,2023-12-11,08:15,Trabaja,33
60,1049,2023-12-11,08:15,Trabaja,33
60,1050,2023-12-11,08:15,Trabaja,33
60,1051,2023-12-11,08:15,Nada,33
60,1052,2023-12-11,08:15,Trabaja,33
60,1053,2023-12-11,08:15,Nada,33
60,1046,2023-12-11,08:30,Trabaja,34
60,1047,2023-12-11,08:30,Trabaja,34
60,1048,2023-12-11,08:30,Trabaja,34
60,1049,2023-12-11,08:30,Pausa Activa,34
60,1050,2023-12-11,08:30,Pausa Activa,34
60,1051,2023-12-11,08:30,Nada,34
60,1052,2023-12-11,08:30,Trabaja,34
60,1053,2023-12-11,08:30,Trabaja,34
60,1046,2023-12-11,08:45,Trabaja,35
60,1047,2023-12-11,08:45,Trabaja,35
60,1048,2023-12-11,08:45,Trabaja,35
60,1049,2023-12-11,08:45,Trabaja,35
60,1050,2023-12-11,08:45,Trabaja,35
60,1051,2023-12-11,08:45,Nada,35
60,1052,2023-12-11,08:45,Trabaja,35
60,1053,2023-12-11,08:45,Trabaja,35
60,1046,2023-12-11,09:00,Trabaja,36
60,1047,2023-12-11,09:00,Trabaja,36
60,1048,2023-12-11,09:00,Trabaja,36
60,1049,2023-12-11,09:00,Trabaja,36
60,1050,2023-12-11,09:00,Trabaja,36
60,1051,2023-12-11,09:00,Nada,36
60,1052,2023-12-11,09:00,Trabaja,36
60,1053,2023-12-11,09:00,Trabaja,36
60,1046,2023-12-11,09:15,Trabaja,37
60,1047,2023-12-11,09:15,Trabaja,37
60,1048,2023-12-11,09:15,Trabaja,37
60,1049,2023-12-11,09:15,Trabaja,37
60,1050,2023-12-11,09:15,Trabaja,37
60,1051,2023-12-11,09:15,Nada,37
60,1052,2023-12-11,09:15,Trabaja,37
60,1053,2023-12-11,09:15,Trabaja,37
60,1046,2023-12-11,09:30,Trabaja,38
60,1047,2023-12-11,09:30,Trabaja,38
60,1048,2023-12-11,09:30,Pausa Activa,38
60,1049,2023-12-11,09:30,Trabaja,38
60,1050,2023-12-11,09:30,Trabaja,38
60,1051,2023-12-11,09:30,Nada,38
60,1052,2023-12-11,09:30,Trabaja,38
60,1053,2023-12-11,09:30,Pausa Activa,38
60,1046,2023-12-11,09:45,Pausa Activa,39
60,1047,2023-12-11,09:45,Pausa Activa,39
60,1048,2023-12-11,09:45,Trabaja,39
60,1049,2023-12-11,09:45,Trabaja,39
60,1050,2023-12-11,09:45,Trabaja,39
60,1051,2023-12-11,09:45,Nada,39
60,1052,2023-12-11,09:45,Pausa Activa,39
60,1053,2023-12-11,09:45,Trabaja,39
60,1046,2023-12-11,10:00,Trabaja,40
60,1047,2023-12-11,10:00,Trabaja,40
60,1048,2023-12-11,10:00,Trabaja,40
60,1049,2023-12-11,10:00,Trabaja,40
60,1050,2023-12-11,10:00,Trabaja,40
60,1051,2023-12-11,10:00,Nada,40
60,1052,2023-12-11,10:00,Trabaja,40
60,1053,2023-12-11,10:00,Trabaja,40
60,1046,2023-12-11,10:15,Trabaja,41
60,1047,2023-12-11,10:15,Trabaja,41
60,1048,2023-12-11,10:15,Trabaja,41
60,1049,2023-12-11,10:15,Pausa Activa,41
60,1050,2023-12-11,10:15,Trabaja,41
60,1051,2023-12-11,10:15,Nada,41
60,1052,2023-12-11,10:15,Trabaja,41
60,1053,2023-12-11,10:15,Trabaja,41
60,1046,2023-12-11,10:30,Trabaja,42
60,1047,2023-12-11,10:30,Trabaja,42
60,1048,2023-12-11,10:30,Trabaja,42
60,1049,2023-12-11,10:30,Trabaja,42
60,1050,2023-12-11,10:30,Trabaja,42
60,1051,2023-12-11,10:30,Nada,42
60,1052,2023-12-11,10:30,Trabaja,42
60,1053,2023-12-11,10:30,Trabaja,42
60,1046,2023-12-11,10:45,Trabaja,43
60,1047,2023-12-11,10:45,Trabaja,43
60,1048,2023-12-11,10:45,Pausa Activa,43
60,1049,2023-12-11,10:45,Trabaja,43
60,1050,2023-12-11,10:45,Pausa Activa,43
60,1051,2023-12-11,10:45,Nada,43
60,1052,2023-12-11,10:45,Trabaja,43
60,1053,2023-12-11,10:45,Pausa Activa,43
60,1046,2023-12-11,11:00,Trabaja,44
60,1047,2023-12-11,11:00,Trabaja,44
60,1048,2023-12-11,11:00,Trabaja,44
60,1049,2023-12-11,11:00,Trabaja,44
60,1050,2023-12-11,11:00,Trabaja,44
60,1051,2023-12-11,11:00,Nada,44
60,1052,2023-12-11,11:00,Trabaja,44
60,1053,2023-12-11,11:00,Trabaja,44
60,1046,2023-12-11,11:15,Trabaja,45
60,1047,2023-12-11,11:15,Trabaja,45
