suc_cod,documento,fecha,hora,estado,hora_franja
569,1030,2023-12-11,07:30,Nada,30
569,1031,2023-12-11,07:30,Nada,30
569,1032,2023-12-11,07:30,Nada,30
569,1033,2023-12-11,07:30,Nada,30
569,1034,2023-12-11,07:30,Nada,30
569,1035,2023-12-11,07:30,Nada,30
569,1036,2023-12-11,07:30,Nada,30
569,1037,2023-12-11,07:30,Trabaja,30
569,1038,2023-12-11,07:30,Nada,30
569,1030,2023-12-11,07:45,Nada,31
569,1031,2023-12-11,07:45,Nada,31
569,1032,2023-12-11,07:45,Trabaja,31
569,1033,2023-12-11,07:45,Nada,31
569,1034,2023-12-11,07:45,Nada,31
569,1035,2023-12-11,07:45,Nada,31
569,1036,2023-12-11,07:45,Nada,31
569,1037,2023-12-11,07:45,Trabaja,31
569,1038,2023-12-11,07:45,Nada,31
569,1030,2023-12-11,08:00,Nada,32
569,1031,2023-12-11,08:00,Trabaja,32
569,1032,2023-12-11,08:00,Trabaja,32
569,1033,2023-12-11,08:00,Nada,32
569,1034,2023-12-11,08:00,Nada,32
569,1035,2023-12-11,08:00,Nada,32
569,1036,2023-12-11,08:00,Nada,32
569,1037,2023-12-11,08:00,Trabaja,32
569,1038,2023-12-11,08:00,Nada,32
569,1030,2023-12-11,08:15,Nada,33
569,1031,2023-12-11,08:15,Trabaja,33
569,1032,2023-12-11,08:15,Trabaja,33
569,1033,2023-12-11,08:15,Trabaja,33
569,1034,2023-12-11,08:15,Nada,33
569,1035,2023-12-11,08:15,Nada,33
569,1036,2023-12-11,08:15,Nada,33
569,1037,2023-12-11,08:15,Trabaja,33
569,1038,2023-12-11,08:15,Nada,33
569,1030,2023-12-11,08:30,Nada,34
569,1031,2023-12-11,08:30,Trabaja,34
569,1032,2023-12-11,08:30,Trabaja,34
569,1033,2023-12-11,08:30,Trabaja,34
569,1034,2023-12-11,08:30,Nada,34
569,1035,2023-12-11,08:30,Nada,34
569,1036,2023-12-11,08:30,Nada,34
569,1037,2023-12-11,08:30,Trabaja,34
569,1038,2023-12-11,08:30,Nada,34
569,1030,2023-12-11,08:45,Nada,35
569,1031,2023-12-11,08:45,Trabaja,35
569,1032,2023-12-11,08:45,Pausa Activa,35
569,1033,2023-12-11,08:45,Trabaja,35
569,1034,2023-12-11,08:45,Nada,35
569,1035,2023-12-11,08:45,Nada,35
569,1036,2023-12-11,08:45,Nada,35
569,1037,2023-12-11,08:45,Trabaja,35
569,1038,2023-12-11,08:45,Nada,35
569,1030,2023-12-11,09:00,Nada,36
569,1031,2023-12-11,09:00,Trabaja,36
569,1032,2023-12-11,09:00,Trabaja,36
569,1033,2023-12-11,09:00,Trabaja,36
569,1034,2023-12-11,09:00,Trabaja,36
569,1035,2023-12-11,09:00,Nada,36
569,1036,2023-12-11,09:00,Nada,36
569,1037,2023-12-11,09:00,Trabaja,36
569,1038,2023-12-11,09:00,Nada,36
569,1030,2023-12-11,09:15,Trabaja,37
569,1031,2023-12-11,09:15,Trabaja,37
569,1032,2023-12-11,09:15,Trabaja,37
569,1033,2023-12-11,09:15,Trabaja,37
569,1034,2023-12-11,09:15,Trabaja,37
569,1035,2023-12-11,09:15,Nada,37
569,1036,2023-12-11,09:15,Nada,37
569,1037,2023-12-11,09:15,Trabaja,37
569,1038,2023-12-11,09:15,Nada,37
569,1030,2023-12-11,09:30,Trabaja,38
569,1031,2023-12-11,09:30,Pausa Activa,38
569,1032,2023-12-11,09:30,Trabaja,38
569,1033,2023-12-11,09:30,Trabaja,38
569,1034,2023-12-11,09:30,Trabaja,38
569,1035,2023-12-11,09:30,Nada,38
569,1036,2023-12-11,09:30,Trabaja,38
569,1037,2023-12-11,09:30,Pausa Activa,38
569,1038,2023-12-11,09:30,Nada,38
569,1030,2023-12-11,09:45,Trabaja,39
569,1031,2023-12-11,09:45,Trabaja,39
569,1032,2023-12-11,09:45,Trabaja,39
569,1033,2023-12-11,09:45,Trabaja,39
569,1034,2023-12-11,09:45,Trabaja,39
569,1035,2023-12-11,09:45,Nada,39
569,1036,2023-12-11,09:45,Trabaja,39
569,1037,2023-12-11,09:45,Trabaja,39
569,1038,2023-12-11,09:45,Nada,39
569,1030,2023-12-11,10:00,Trabaja,40
569,1031,2023-12-11,10:00,Trabaja,40
569,1032,2023-12-11,10:00,Trabaja,40
569,1033,2023-12-11,10:00,Pausa Activa,40
569,1034,2023-12-11,10:00,Pausa Activa,40
569,1035,2023-12-11,10:00,Nada,40
569,1036,2023-12-11,10:00,Trabaja,40
569,1037,2023-12-11,10:00,Trabaja,40
569,1038,2023-12-11,10:00,Nada,40
569,1030,2023-12-11,10:15,Pausa Activa,41
569,1031,2023-12-11,10:15,Trabaja,41
569,1032,2023-12-11,10:15,Trabaja,41
569,1033,2023-12-11,10:15,Trabaja,41
569,1034,2023-12-11,10:15,Trabaja,41
569,1035,2023-12-11,10:15,Nada,41
569,1036,2023-12-11,10:15,Trabaja,41
569,1037,2023-12-11,10:15,Trabaja,41
569,1038,2023-12-11,10:15,Nada,41
569,1030,2023-12-11,10:30,Trabaja,42
569,1031,2023-12-11,10:30,Trabaja,42
569,1032,2023-12-11,10:30,Pausa Activa,42
569,1033,2023-12-11,10:30,Trabaja,42
569,1034,2023-12-11,10:30,Trabaja,42
569,1035,2023-12-11,10:30,Nada,42
569,1036,2023-12-11,10:30,Pausa Activa,42
569,1037,2023-12-11,10:30,Trabaja,42
569,1038,2023-12-11,10:30,Nada,42
569,1030,2023-12-11,10:45,Trabaja,43
569,1031,2023-12-11,10:45,Trabaja,43
569,1032,2023-12-11,10:45,Trabaja,43
569,1033,2023-12-11,10:45,Trabaja,43
569,1034,2023-12-11,10:45,Trabaja,43
569,1035,2023-12-11,10:45,Nada,43
569,1036,2023-12-11,10:45,Trabaja,43
569,1037,2023-12-11,10:45,Trabaja,43
569,1038,2023-12-11,10:45,Nada,43
569,1030,2023-12-11,11:00,Trabaja,44
569,1031,2023-12-11,11:00,Trabaja,44
569,1032,2023-12-11,11:00,Trabaja,44
569,1033,2023-12-11,11:00,Trabaja,44
569,1034,2023-12-11,11:00,Trabaja,44
569,1035,2023-12-11,11:00,Nada,44
569,1036,2023-12-11,11:00,Trabaja,44
569,1037,2023-12-11,11:00,Trabaja,44
569,1038,2023-12-11,11:00,Nada,44
569,1030,2023-12-11,11:15,Trabaja,45
569,1031,2023-12-11,11:15,Trabaja,45
569,1032,2023-12-11,11:15,Trabaja,45
569,1033,2023-12-11,11:15,Trabaja,45
569,1034,2023-12-11,11:15,Trabaja,45
569,1035,2023-12-11,11:15,Nada,45
569,1036,2023-12-11,11:15,Trabaja,45
569,1037,2023-12-11,11:15,Trabaja,45
569,1038,2023-12-11,11:15,Nada,45
569,1030,2023-12-11,11:30,Trabaja,46
569,1031,2023-12-11,11:30,Trabaja,46
569,1032,2023-12-11,11:30,Trabaja,46
569,1033,2023-12-11,11:30,Trabaja,46
569,1034,2023-12-11,11:30,Trabaja,46
569,1035,2023-12-11,11:30,Nada,46
569,1036,2023-12-11,11:30,Trabaja,46
569,1037,2023-12-11,11:30,Nada,46
569,1038,2023-12-11,11:30,Nada,46
569,1030,2023-12-11,11:45,Trabaja,47
569,1031,2023-12-11,11:45,Almuerza,47
569,1032,2023-12-11,11:45,Trabaja,47
569,1033,2023-12-11,11:45,Trabaja,47
569,1034,2023-12-11,11:45,Trabaja,47
569,1035,2023-12-11,11:45,Nada,47
569,1036,2023-12-11,11:45,Trabaja,47
569,1037,2023-12-11,11:45,Nada,47
569,1038,2023-12-11,11:45,Nada,47
569,1030,2023-12-11,12:00,Trabaja,48
569,1031,2023-12-11,12:00,Almuerza,48
569,1032,2023-12-11,12:00,Trabaja,48
569,1033,2023-12-11,12:00,Trabaja,48
569,1034,2023-12-11,12:00,Trabaja,48
569,1035,2023-12-11,12:00,Nada,48
569,1036,2023-12-11,12:00,Trabaja,48
569,1037,2023-12-11,12:00,Nada,48
569,1038,2023-12-11,12:00,Nada,48
569,1030,2023-12-11,12:15,Trabaja,49
569,1031,2023-12-11,12:15,Almuerza,49
569,1032,2023-12-11,12:15,Trabaja,49
569,1033,2023-12-11,12:15,Pausa Activa,49
569,1034,2023-12-11,12:15,Almuerza,49
569,1035,2023-12-11,12:15,Nada,49
569,1036,2023-12-11,12:15,Pausa Activa,49
569,1037,2023-12-11,12:15,Nada,49
569,1038,2023-12-11,12:15,Nada,49
569,1030,2023-12-11,12:30,Almuerza,50
569,1031,2023-12-11,12:30,Almuerza,50
569,1032,2023-12-11,12:30,Trabaja,50
569,1033,2023-12-11,12:30,Trabaja,50
569,1034,2023-12-11,12:30,Almuerza,50
569,1035,2023-12-11,12:30,Nada,50
569,1036,2023-12-11,12:30,Trabaja,50
569,1037,2023-12-11,12:30,Nada,50
569,1038,2023-12-11,12:30,Nada,50
569,1030,2023-12-11,12:45,Almuerza,51
569,1031,2023-12-11,12:45,Almuerza,51
569,1032,2023-12-11,12:45,Almuerza,51
569,1033,2023-12-11,12:45,Trabaja,51
569,1034,2023-12-11,12:45,Almuerza,51
569,1035,2023-12-11,12:45,Trabaja,51
569,1036,2023-12-11,12:45,Trabaja,51
569,1037,2023-12-11,12:45,Nada,51
569,1038,2023-12-11,12:45,Nada,51
